crime_type_code,date,frequency,total_crime_count
2.6.2,2018-02-01,26,2590
2.6.2,2018-03-01,31,2590
2.6.2,2018-04-01,22,2590
2.6.2,2018-05-01,29,2590
2.6.2,2018-06-01,34,2590
2.6.2,2018-07-01,23,2590
2.6.2,2018-08-01,26,2590
2.6.2,2018-09-01,10,2590
2.6.2,2018-10-01,21,2590
2.6.2,2018-11-01,22,2590
2.6.2,2018-12-01,15,2590
2.6.2,2019-01-01,12,2590
2.6.2,2019-02-01,16,2590
2.6.2,2019-03-01,27,2590
2.6.2,2019-04-01,24,2590
2.6.2,2019-05-01,23,2590
2.6.2,2019-06-01,21,2590
2.6.2,2019-07-01,19,2590
2.6.2,2019-08-01,14,2590
2.6.2,2019-09-01,8,2590
2.6.2,2019-10-01,22,2590
2.6.2,2019-11-01,22,2590
2.6.2,2019-12-01,14,2590
2.6.2,2020-01-01,9,2590
2.6.2,2020-02-01,12,2590
2.6.2,2020-03-01,19,2590
2.6.2,2020-04-01,21,2590
2.6.2,2020-05-01,27,2590
2.6.2,2020-06-01,14,2590
2.6.2,2020-07-01,10,2590
2.6.2,2020-08-01,13,2590
2.6.2,2020-09-01,7,2590
2.6.2,2020-10-01,9,2590
2.6.2,2020-11-01,22,2590
2.6.2,2020-12-01,17,2590
2.6.2,2021-01-01,9,2590
2.6.2,2021-02-01,16,2590
2.6.2,2021-03-01,14,2590
2.6.2,2021-04-01,13,2590
2.6.2,2021-05-01,13,2590
2.6.2,2021-06-01,8,2590
2.6.2,2021-07-01,8,2590
2.6.2,2021-08-01,13,2590
2.6.2,2021-09-01,9,2590
2.6.2,2021-10-01,10,2590
2.6.2,2021-11-01,10,2590
2.6.2,2021-12-01,6,2590
2.6.2,2022-01-01,12,2590
2.6.2,2022-02-01,6,2590
2.6.2,2022-03-01,10,2590
2.6.2,2022-04-01,4,2590
2.6.2,2022-05-01,3,2590
2.6.2,2022-06-01,6,2590
2.6.2,2022-07-01,6,2590
2.6.3,2012-01-01,8,460
2.6.3,2012-02-01,9,460
2.6.3,2012-03-01,10,460
2.6.3,2012-04-01,6,460
2.6.3,2012-05-01,7,460
2.6.3,2012-06-01,9,460
2.6.3,2012-07-01,11,460
2.6.3,2012-08-01,4,460
2.6.3,2012-09-01,6,460
2.6.3,2012-10-01,8,460
2.6.3,2012-11-01,3,460
2.6.3,2012-12-01,6,460
2.6.3,2013-01-01,4,460
2.6.3,2013-02-01,8,460
2.6.3,2013-03-01,12,460
2.6.3,2013-04-01,6,460
2.6.3,2013-05-01,9,460
2.6.3,2013-06-01,4,460
2.6.3,2013-07-01,7,460
2.6.3,2013-08-01,8,460
2.6.3,2013-09-01,8,460
2.6.3,2013-10-01,9,460
2.6.3,2013-11-01,5,460
2.6.3,2013-12-01,1,460
2.6.3,2014-01-01,3,460
2.6.3,2014-02-01,7,460
2.6.3,2014-03-01,3,460
2.6.3,2014-04-01,6,460
2.6.3,2014-05-01,5,460
2.6.3,2014-06-01,4,460
2.6.3,2014-07-01,5,460
2.6.3,2014-08-01,3,460
2.6.3,2014-09-01,5,460
2.6.3,2014-10-01,4,460
2.6.3,2014-11-01,1,460
2.6.3,2014-12-01,6,460
2.6.3,2015-01-01,2,460
2.6.3,2015-02-01,6,460
2.6.3,2015-03-01,2,460
2.6.3,2015-04-01,7,460
2.6.3,2015-05-01,2,460
2.6.3,2015-06-01,2,460
2.6.3,2015-07-01,4,460
2.6.3,2015-08-01,4,460
2.6.3,2015-09-01,4,460
2.6.3,2015-10-01,4,460
2.6.3,2015-11-01,4,460
2.6.3,2015-12-01,3,460
2.6.3,2016-01-01,3,460
2.6.3,2016-02-01,3,460
2.6.3,2016-03-01,4,460
2.6.3,2016-04-01,5,460
2.6.3,2016-05-01,2,460
2.6.3,2016-06-01,2,460
2.6.3,2016-07-01,8,460
2.6.3,2016-08-01,1,460
2.6.3,2016-09-01,2,460
2.6.3,2016-10-01,1,460
2.6.3,2016-11-01,2,460
2.6.3,2016-12-01,4,460
2.6.3,2017-01-01,4,460
2.6.3,2017-02-01,1,460
2.6.3,2017-03-01,1,460
2.6.3,2017-04-01,4,460
2.6.3,2017-05-01,6,460
2.6.3,2017-06-01,4,460
2.6.3,2017-07-01,0,460
2.6.3,2017-08-01,4,460
2.6.3,2017-09-01,1,460
2.6.3,2017-10-01,4,460
2.6.3,2017-11-01,3,460
2.6.3,2017-12-01,3,460
2.6.3,2018-01-01,3,460
2.6.3,2018-02-01,4,460
2.6.3,2018-03-01,4,460
2.6.3,2018-04-01,7,460
2.6.3,2018-05-01,2,460
2.6.3,2018-06-01,3,460
2.6.3,2018-07-01,1,460
2.6.3,2018-08-01,1,460
2.6.3,2018-09-01,1,460
2.6.3,2018-10-01,3,460
2.6.3,2018-11-01,2,460
2.6.3,2018-12-01,2,460
2.6.3,2019-01-01,1,460
2.6.3,2019-02-01,4,460
2.6.3,2019-03-01,5,460
2.6.3,2019-04-01,4,460
2.6.3,2019-05-01,3,460
2.6.3,2019-06-01,0,460
2.6.3,2019-07-01,1,460
2.6.3,2019-08-01,4,460
2.6.3,2019-09-01,2,460
2.6.3,2019-10-01,1,460
2.6.3,2019-11-01,3,460
2.6.3,2019-12-01,4,460
2.6.3,2020-01-01,3,460
2.6.3,2020-02-01,2,460
2.6.3,2020-03-01,4,460
2.6.3,2020-04-01,2,460
2.6.3,2020-05-01,2,460
2.6.3,2020-06-01,4,460
2.6.3,2020-07-01,1,460
2.6.3,2020-08-01,3,460
2.6.3,2020-09-01,1,460
2.6.3,2020-10-01,2,460
2.6.3,2020-11-01,3,460
2.6.3,2020-12-01,2,460
2.6.3,2021-01-01,5,460
2.6.3,2021-02-01,1,460
2.6.3,2021-03-01,4,460
2.6.3,2021-04-01,0,460
2.6.3,2021-05-01,1,460
2.6.3,2021-06-01,1,460
2.6.3,2021-07-01,4,460
2.6.3,2021-08-01,2,460
2.6.3,2021-09-01,2,460
2.6.3,2021-10-01,1,460
2.6.3,2021-11-01,0,460
2.6.3,2021-12-01,1,460
2.6.3,2022-01-01,0,460
2.6.3,2022-02-01,2,460
2.6.3,2022-03-01,1,460
2.6.3,2022-04-01,0,460
2.6.3,2022-05-01,3,460
2.6.3,2022-06-01,1,460
2.6.3,2022-07-01,1,460
2.6.4,2012-01-01,45,2740
2.6.4,2012-02-01,43,2740
2.6.4,2012-03-01,73,2740
2.6.4,2012-04-01,66,2740
2.6.4,2012-05-01,47,2740
2.6.4,2012-06-01,32,2740
2.6.4,2012-07-01,44,2740
2.6.4,2012-08-01,41,2740
2.6.4,2012-09-01,44,2740
2.6.4,2012-10-01,43,2740
2.6.4,2012-11-01,44,2740
2.6.4,2012-12-01,35,2740
2.6.4,2013-01-01,31,2740
2.6.4,2013-02-01,31,2740
2.6.4,2013-03-01,52,2740
2.6.4,2013-04-01,50,2740
2.6.4,2013-05-01,38,2740
2.6.4,2013-06-01,40,2740
2.6.4,2013-07-01,36,2740
2.6.4,2013-08-01,31,2740
2.6.4,2013-09-01,29,2740
2.6.4,2013-10-01,36,2740
2.6.4,2013-11-01,38,2740
2.6.4,2013-12-01,22,2740
2.6.4,2014-01-01,28,2740
2.6.4,2014-02-01,25,2740
2.6.4,2014-03-01,42,2740
2.6.4,2014-04-01,36,2740
2.6.4,2014-05-01,30,2740
2.6.4,2014-06-01,19,2740
2.6.4,2014-07-01,27,2740
2.6.4,2014-08-01,18,2740
2.6.4,2014-09-01,24,2740
2.6.4,2014-10-01,25,2740
2.6.4,2014-11-01,20,2740
2.6.4,2014-12-01,16,2740
2.6.4,2015-01-01,11,2740
2.6.4,2015-02-01,22,2740
2.6.4,2015-03-01,21,2740
2.6.4,2015-04-01,31,2740
2.6.4,2015-05-01,28,2740
2.6.4,2015-06-01,22,2740
2.6.4,2015-07-01,15,2740
2.6.4,2015-08-01,15,2740
2.6.4,2015-09-01,15,2740
2.6.4,2015-10-01,18,2740
2.6.4,2015-11-01,19,2740
2.6.4,2015-12-01,15,2740
2.6.4,2016-01-01,28,2740
2.6.4,2016-02-01,14,2740
2.6.4,2016-03-01,26,2740
2.6.4,2016-04-01,16,2740
2.6.4,2016-05-01,16,2740
2.6.4,2016-06-01,13,2740
2.6.4,2016-07-01,14,2740
2.6.4,2016-08-01,17,2740
2.6.4,2016-09-01,23,2740
2.6.4,2016-10-01,24,2740
2.6.4,2016-11-01,7,2740
2.6.4,2016-12-01,15,2740
2.6.4,2017-01-01,27,2740
2.6.4,2017-02-01,13,2740
2.6.4,2017-03-01,22,2740
2.6.4,2017-04-01,22,2740
2.6.4,2017-05-01,15,2740
2.6.4,2017-06-01,18,2740
2.6.4,2017-07-01,17,2740
2.6.4,2017-08-01,13,2740
2.6.4,2017-09-01,10,2740
2.6.4,2017-10-01,19,2740
2.6.4,2017-11-01,17,2740
2.6.4,2017-12-01,7,2740
2.6.4,2018-01-01,15,2740
2.6.4,2018-02-01,22,2740
2.6.4,2018-03-01,36,2740
2.6.4,2018-04-01,34,2740
2.6.4,2018-05-01,17,2740
2.6.4,2018-06-01,19,2740
2.6.4,2018-07-01,13,2740
2.6.4,2018-08-01,20,2740
2.6.4,2018-09-01,17,2740
2.6.4,2018-10-01,21,2740
2.6.4,2018-11-01,18,2740
2.6.4,2018-12-01,11,2740
2.6.4,2019-01-01,27,2740
2.6.4,2019-02-01,17,2740
2.6.4,2019-03-01,15,2740
2.6.4,2019-04-01,26,2740
2.6.4,2019-05-01,21,2740
2.6.4,2019-06-01,15,2740
2.6.4,2019-07-01,10,2740
2.6.4,2019-08-01,12,2740
2.6.4,2019-09-01,16,2740
2.6.4,2019-10-01,12,2740
2.6.4,2019-11-01,13,2740
2.6.4,2019-12-01,6,2740
2.6.4,2020-01-01,15,2740
2.6.4,2020-02-01,16,2740
2.6.4,2020-03-01,11,2740
2.6.4,2020-04-01,20,2740
2.6.4,2020-05-01,12,2740
2.6.4,2020-06-01,17,2740
2.6.4,2020-07-01,10,2740
2.6.4,2020-08-01,7,2740
2.6.4,2020-09-01,15,2740
2.6.4,2020-10-01,10,2740
2.6.4,2020-11-01,13,2740
2.6.4,2020-12-01,16,2740
2.6.4,2021-01-01,10,2740
2.6.4,2021-02-01,17,2740
2.6.4,2021-03-01,29,2740
2.6.4,2021-04-01,14,2740
2.6.4,2021-05-01,6,2740
2.6.4,2021-06-01,10,2740
2.6.4,2021-07-01,6,2740
2.6.4,2021-08-01,7,2740
2.6.4,2021-09-01,5,2740
2.6.4,2021-10-01,9,2740
2.6.4,2021-11-01,15,2740
2.6.4,2021-12-01,10,2740
2.6.4,2022-01-01,13,2740
2.6.4,2022-02-01,12,2740
2.6.4,2022-03-01,14,2740
2.6.4,2022-04-01,9,2740
2.6.4,2022-05-01,6,2740
2.6.4,2022-06-01,6,2740
2.6.4,2022-07-01,1,2740
2.6.5,2012-01-01,2,123
2.6.5,2012-02-01,5,123
2.6.5,2012-03-01,6,123
2.6.5,2012-04-01,1,123
2.6.5,2012-05-01,1,123
2.6.5,2012-06-01,3,123
2.6.5,2012-07-01,1,123
2.6.5,2012-08-01,2,123
2.6.5,2012-09-01,3,123
2.6.5,2012-10-01,4,123
2.6.5,2012-11-01,0,123
2.6.5,2012-12-01,0,123
2.6.5,2013-01-01,3,123
2.6.5,2013-02-01,1,123
2.6.5,2013-03-01,4,123
2.6.5,2013-04-01,5,123
2.6.5,2013-05-01,4,123
2.6.5,2013-06-01,2,123
2.6.5,2013-07-01,2,123
2.6.5,2013-08-01,1,123
2.6.5,2013-09-01,0,123
2.6.5,2013-10-01,0,123
2.6.5,2013-11-01,1,123
2.6.5,2013-12-01,1,123
2.6.5,2014-01-01,0,123
2.6.5,2014-02-01,0,123
2.6.5,2014-03-01,2,123
2.6.5,2014-04-01,2,123
2.6.5,2014-05-01,3,123
2.6.5,2014-06-01,0,123
2.6.5,2014-07-01,1,123
2.6.5,2014-08-01,2,123
2.6.5,2014-09-01,2,123
2.6.5,2014-10-01,1,123
2.6.5,2014-11-01,1,123
2.6.5,2014-12-01,0,123
2.6.5,2015-01-01,1,123
2.6.5,2015-02-01,0,123
2.6.5,2015-03-01,0,123
2.6.5,2015-04-01,2,123
2.6.5,2015-05-01,1,123
2.6.5,2015-06-01,3,123
2.6.5,2015-07-01,0,123
2.6.5,2015-08-01,0,123
2.6.5,2015-09-01,0,123
2.6.5,2015-10-01,0,123
2.6.5,2015-11-01,1,123
2.6.5,2015-12-01,1,123
2.6.5,2016-01-01,3,123
2.6.5,2016-02-01,0,123
2.6.5,2016-03-01,0,123
2.6.5,2016-04-01,0,123
2.6.5,2016-05-01,1,123
2.6.5,2016-06-01,0,123
2.6.5,2016-07-01,2,123
2.6.5,2016-08-01,0,123
2.6.5,2016-09-01,2,123
2.6.5,2016-10-01,0,123
2.6.5,2016-11-01,1,123
2.6.5,2016-12-01,0,123
2.6.5,2017-01-01,1,123
2.6.5,2017-02-01,3,123
2.6.5,2017-03-01,1,123
2.6.5,2017-04-01,0,123
2.6.5,2017-05-01,0,123
2.6.5,2017-06-01,0,123
2.6.5,2017-07-01,0,123
2.6.5,2017-08-01,0,123
2.6.5,2017-09-01,0,123
2.6.5,2017-10-01,0,123
2.6.5,2017-11-01,1,123
2.6.5,2017-12-01,0,123
2.6.5,2018-01-01,1,123
2.6.5,2018-02-01,1,123
2.6.5,2018-03-01,0,123
2.6.5,2018-04-01,0,123
2.6.5,2018-05-01,2,123
2.6.5,2018-06-01,0,123
2.6.5,2018-07-01,0,123
2.6.5,2018-08-01,0,123
2.6.5,2018-09-01,1,123
2.6.5,2018-10-01,0,123
2.6.5,2018-11-01,0,123
2.6.5,2018-12-01,1,123
2.6.5,2019-01-01,0,123
2.6.5,2019-02-01,1,123
2.6.5,2019-03-01,0,123
2.6.5,2019-04-01,2,123
2.6.5,2019-05-01,0,123
2.6.5,2019-06-01,0,123
2.6.5,2019-07-01,0,123
2.6.5,2019-08-01,1,123
2.6.5,2019-09-01,1,123
2.6.5,2019-10-01,0,123
2.6.5,2019-11-01,1,123
2.6.5,2019-12-01,0,123
2.6.5,2020-01-01,1,123
2.6.5,2020-02-01,0,123
2.6.5,2020-03-01,2,123
2.6.5,2020-04-01,2,123
2.6.5,2020-05-01,3,123
2.6.5,2020-06-01,1,123
2.6.5,2020-07-01,1,123
2.6.5,2020-08-01,0,123
2.6.5,2020-09-01,0,123
2.6.5,2020-10-01,1,123
2.6.5,2020-11-01,2,123
2.6.5,2020-12-01,0,123
2.6.5,2021-01-01,0,123
2.6.5,2021-02-01,0,123
2.6.5,2021-03-01,1,123
2.6.5,2021-04-01,1,123
2.6.5,2021-05-01,1,123
2.6.5,2021-06-01,0,123
2.6.5,2021-07-01,0,123
2.6.5,2021-08-01,1,123
2.6.5,2021-09-01,1,123
2.6.5,2021-10-01,0,123
2.6.5,2021-11-01,2,123
2.6.5,2021-12-01,0,123
2.6.5,2022-01-01,0,123
2.6.5,2022-02-01,0,123
2.6.5,2022-03-01,0,123
2.6.5,2022-04-01,0,123
2.6.5,2022-05-01,0,123
2.6.5,2022-06-01,1,123
2.6.5,2022-07-01,0,123
2.6.7,2012-01-01,3,254
2.6.7,2012-02-01,13,254
2.6.7,2012-03-01,4,254
2.6.7,2012-04-01,8,254
2.6.7,2012-05-01,9,254
2.6.7,2012-06-01,5,254
2.6.7,2012-07-01,2,254
2.6.7,2012-08-01,2,254
2.6.7,2012-09-01,1,254
2.6.7,2012-10-01,0,254
2.6.7,2012-11-01,0,254
2.6.7,2012-12-01,0,254
2.6.7,2013-01-01,4,254
2.6.7,2013-02-01,10,254
2.6.7,2013-03-01,10,254
2.6.7,2013-04-01,2,254
2.6.7,2013-05-01,3,254
2.6.7,2013-06-01,2,254
2.6.7,2013-07-01,0,254
2.6.7,2013-08-01,1,254
2.6.7,2013-09-01,5,254
2.6.7,2013-10-01,7,254
2.6.7,2013-11-01,2,254
2.6.7,2013-12-01,0,254
2.6.7,2014-01-01,3,254
2.6.7,2014-02-01,3,254
2.6.7,2014-03-01,5,254
2.6.7,2014-04-01,3,254
2.6.7,2014-05-01,3,254
2.6.7,2014-06-01,0,254
2.6.7,2014-07-01,2,254
2.6.7,2014-08-01,3,254
2.6.7,2014-09-01,2,254
2.6.7,2014-10-01,1,254
2.6.7,2014-11-01,3,254
2.6.7,2014-12-01,1,254
2.6.7,2015-01-01,6,254
2.6.7,2015-02-01,6,254
2.6.7,2015-03-01,0,254
2.6.7,2015-04-01,3,254
2.6.7,2015-05-01,1,254
2.6.7,2015-06-01,2,254
2.6.7,2015-07-01,1,254
2.6.7,2015-08-01,2,254
2.6.7,2015-09-01,0,254
2.6.7,2015-10-01,0,254
2.6.7,2015-11-01,1,254
2.6.7,2015-12-01,1,254
2.6.7,2016-01-01,3,254
2.6.7,2016-02-01,5,254
2.6.7,2016-03-01,7,254
2.6.7,2016-04-01,1,254
2.6.7,2016-05-01,1,254
2.6.7,2016-06-01,4,254
2.6.7,2016-07-01,0,254
2.6.7,2016-08-01,1,254
2.6.7,2016-09-01,0,254
2.6.7,2016-10-01,1,254
2.6.7,2016-11-01,0,254
2.6.7,2016-12-01,1,254
2.6.7,2017-01-01,6,254
2.6.7,2017-02-01,2,254
2.6.7,2017-03-01,4,254
2.6.7,2017-04-01,3,254
2.6.7,2017-05-01,1,254
2.6.7,2017-06-01,3,254
2.6.7,2017-07-01,1,254
2.6.7,2017-08-01,3,254
2.6.7,2017-09-01,0,254
2.6.7,2017-10-01,1,254
2.6.7,2017-11-01,0,254
2.6.7,2017-12-01,0,254
2.6.7,2018-01-01,5,254
2.6.7,2018-02-01,8,254
2.6.7,2018-03-01,4,254
2.6.7,2018-04-01,3,254
2.6.7,2018-05-01,1,254
2.6.7,2018-06-01,1,254
2.6.7,2018-07-01,1,254
2.6.7,2018-08-01,0,254
2.6.7,2018-09-01,0,254
2.6.7,2018-10-01,0,254
2.6.7,2018-11-01,0,254
2.6.7,2018-12-01,0,254
2.6.7,2019-01-01,2,254
2.6.7,2019-02-01,5,254
2.6.7,2019-03-01,0,254
2.6.7,2019-04-01,1,254
2.6.7,2019-05-01,0,254
2.6.7,2019-06-01,1,254
2.6.7,2019-07-01,1,254
2.6.7,2019-08-01,0,254
2.6.7,2019-09-01,1,254
2.6.7,2019-10-01,0,254
2.6.7,2019-11-01,0,254
2.6.7,2019-12-01,3,254
2.6.7,2020-01-01,7,254
2.6.7,2020-02-01,1,254
2.6.7,2020-03-01,0,254
2.6.7,2020-04-01,1,254
2.6.7,2020-05-01,0,254
2.6.7,2020-06-01,0,254
2.6.7,2020-07-01,0,254
2.6.7,2020-08-01,0,254
2.6.7,2020-09-01,0,254
2.6.7,2020-10-01,1,254
2.6.7,2020-11-01,0,254
2.6.7,2020-12-01,0,254
2.6.7,2021-01-01,0,254
2.6.7,2021-02-01,2,254
2.6.7,2021-03-01,4,254
2.6.7,2021-04-01,1,254
2.6.7,2021-05-01,0,254
2.6.7,2021-06-01,0,254
2.6.7,2021-07-01,0,254
2.6.7,2021-08-01,1,254
2.6.7,2021-09-01,0,254
2.6.7,2021-10-01,0,254
2.6.7,2021-11-01,0,254
2.6.7,2021-12-01,0,254
2.6.7,2022-01-01,0,254
2.6.7,2022-02-01,1,254
2.6.7,2022-03-01,0,254
2.6.7,2022-04-01,1,254
2.6.7,2022-05-01,2,254
2.6.7,2022-06-01,2,254
2.6.7,2022-07-01,0,254
2.6.8,2012-01-01,15,3666
2.6.8,2012-02-01,22,3666
2.6.8,2012-03-01,22,3666
2.6.8,2012-04-01,15,3666
2.6.8,2012-05-01,19,3666
2.6.8,2012-06-01,17,3666
2.6.8,2012-07-01,17,3666
2.6.8,2012-08-01,15,3666
2.6.8,2012-09-01,13,3666
2.6.8,2012-10-01,15,3666
2.6.8,2012-11-01,20,3666
2.6.8,2012-12-01,8,3666
2.6.8,2013-01-01,29,3666
2.6.8,2013-02-01,16,3666
2.6.8,2013-03-01,31,3666
2.6.8,2013-04-01,26,3666
2.6.8,2013-05-01,17,3666
2.6.8,2013-06-01,22,3666
2.6.8,2013-07-01,18,3666
2.6.8,2013-08-01,26,3666
2.6.8,2013-09-01,18,3666
2.6.8,2013-10-01,18,3666
2.6.8,2013-11-01,22,3666
2.6.8,2013-12-01,18,3666
2.6.8,2014-01-01,23,3666
2.6.8,2014-02-01,27,3666
2.6.8,2014-03-01,34,3666
2.6.8,2014-04-01,36,3666
2.6.8,2014-05-01,19,3666
2.6.8,2014-06-01,26,3666
2.6.8,2014-07-01,32,3666
2.6.8,2014-08-01,12,3666
2.6.8,2014-09-01,26,3666
2.6.8,2014-10-01,26,3666
2.6.8,2014-11-01,16,3666
2.6.8,2014-12-01,18,3666
2.6.8,2015-01-01,15,3666
2.6.8,2015-02-01,24,3666
2.6.8,2015-03-01,22,3666
2.6.8,2015-04-01,26,3666
2.6.8,2015-05-01,13,3666
2.6.8,2015-06-01,13,3666
2.6.8,2015-07-01,23,3666
2.6.8,2015-08-01,20,3666
2.6.8,2015-09-01,18,3666
2.6.8,2015-10-01,19,3666
2.6.8,2015-11-01,21,3666
2.6.8,2015-12-01,15,3666
2.6.8,2016-01-01,19,3666
2.6.8,2016-02-01,21,3666
2.6.8,2016-03-01,25,3666
2.6.8,2016-04-01,20,3666
2.6.8,2016-05-01,24,3666
2.6.8,2016-06-01,9,3666
2.6.8,2016-07-01,2,3666
2.6.8,2016-08-01,16,3666
2.6.8,2016-09-01,17,3666
2.6.8,2016-10-01,12,3666
2.6.8,2016-11-01,18,3666
2.6.8,2016-12-01,21,3666
2.6.8,2017-01-01,28,3666
2.6.8,2017-02-01,23,3666
2.6.8,2017-03-01,23,3666
2.6.8,2017-04-01,12,3666
2.6.8,2017-05-01,16,3666
2.6.8,2017-06-01,13,3666
2.6.8,2017-07-01,14,3666
2.6.8,2017-08-01,19,3666
2.6.8,2017-09-01,17,3666
2.6.8,2017-10-01,24,3666
2.6.8,2017-11-01,20,3666
2.6.8,2017-12-01,10,3666
2.6.8,2018-01-01,22,3666
2.6.8,2018-02-01,22,3666
2.6.8,2018-03-01,21,3666
2.6.8,2018-04-01,20,3666
2.6.8,2018-05-01,27,3666
2.6.8,2018-06-01,23,3666
2.6.8,2018-07-01,19,3666
2.6.8,2018-08-01,20,3666
2.6.8,2018-09-01,15,3666
2.6.8,2018-10-01,27,3666
2.6.8,2018-11-01,35,3666
2.6.8,2018-12-01,26,3666
2.6.8,2019-01-01,30,3666
2.6.8,2019-02-01,37,3666
2.6.8,2019-03-01,33,3666
2.6.8,2019-04-01,32,3666
2.6.8,2019-05-01,40,3666
2.6.8,2019-06-01,50,3666
2.6.8,2019-07-01,45,3666
2.6.8,2019-08-01,39,3666
2.6.8,2019-09-01,18,3666
2.6.8,2019-10-01,27,3666
2.6.8,2019-11-01,31,3666
2.6.8,2019-12-01,30,3666
2.6.8,2020-01-01,37,3666
2.6.8,2020-02-01,43,3666
2.6.8,2020-03-01,49,3666
2.6.8,2020-04-01,42,3666
2.6.8,2020-05-01,56,3666
2.6.8,2020-06-01,54,3666
2.6.8,2020-07-01,64,3666
2.6.8,2020-08-01,50,3666
2.6.8,2020-09-01,49,3666
2.6.8,2020-10-01,67,3666
2.6.8,2020-11-01,61,3666
2.6.8,2020-12-01,69,3666
2.6.8,2021-01-01,55,3666
2.6.8,2021-02-01,74,3666
2.6.8,2021-03-01,76,3666
2.6.8,2021-04-01,72,3666
2.6.8,2021-05-01,62,3666
2.6.8,2021-06-01,56,3666
2.6.8,2021-07-01,39,3666
2.6.8,2021-08-01,26,3666
2.6.8,2021-09-01,30,3666
2.6.8,2021-10-01,37,3666
2.6.8,2021-11-01,54,3666
2.6.8,2021-12-01,67,3666
2.6.8,2022-01-01,66,3666
2.6.8,2022-02-01,73,3666
2.6.8,2022-03-01,39,3666
2.6.8,2022-04-01,41,3666
2.6.8,2022-05-01,34,3666
2.6.8,2022-06-01,16,3666
2.6.8,2022-07-01,13,3666
2.6.9,2012-01-01,48,7727
2.6.9,2012-02-01,10,7727
2.6.9,2012-03-01,8,7727
2.6.9,2012-04-01,5,7727
2.6.9,2012-05-01,7,7727
2.6.9,2012-06-01,10,7727
2.6.9,2012-07-01,12,7727
2.6.9,2012-08-01,5,7727
2.6.9,2012-09-01,13,7727
2.6.9,2012-10-01,33,7727
2.6.9,2012-11-01,98,7727
2.6.9,2012-12-01,338,7727
2.6.9,2013-01-01,41,7727
2.6.9,2013-02-01,10,7727
2.6.9,2013-03-01,7,7727
2.6.9,2013-04-01,2,7727
2.6.9,2013-05-01,4,7727
2.6.9,2013-06-01,1,7727
2.6.9,2013-07-01,7,7727
2.6.9,2013-08-01,8,7727
2.6.9,2013-09-01,4,7727
2.6.9,2013-10-01,19,7727
2.6.9,2013-11-01,84,7727
2.6.9,2013-12-01,326,7727
2.6.9,2014-01-01,45,7727
2.6.9,2014-02-01,8,7727
2.6.9,2014-03-01,4,7727
2.6.9,2014-04-01,9,7727
2.6.9,2014-05-01,9,7727
2.6.9,2014-06-01,7,7727
2.6.9,2014-07-01,6,7727
2.6.9,2014-08-01,2,7727
2.6.9,2014-09-01,8,7727
2.6.9,2014-10-01,23,7727
2.6.9,2014-11-01,91,7727
2.6.9,2014-12-01,351,7727
2.6.9,2015-01-01,52,7727
2.6.9,2015-02-01,18,7727
2.6.9,2015-03-01,7,7727
2.6.9,2015-04-01,11,7727
2.6.9,2015-05-01,7,7727
2.6.9,2015-06-01,7,7727
2.6.9,2015-07-01,6,7727
2.6.9,2015-08-01,3,7727
2.6.9,2015-09-01,14,7727
2.6.9,2015-10-01,29,7727
2.6.9,2015-11-01,87,7727
2.6.9,2015-12-01,366,7727
2.6.9,2016-01-01,32,7727
2.6.9,2016-02-01,8,7727
2.6.9,2016-03-01,9,7727
2.6.9,2016-04-01,7,7727
2.6.9,2016-05-01,1,7727
2.6.9,2016-06-01,2,7727
2.6.9,2016-07-01,7,7727
2.6.9,2016-08-01,4,7727
2.6.9,2016-09-01,16,7727
2.6.9,2016-10-01,49,7727
2.6.9,2016-11-01,131,7727
2.6.9,2016-12-01,342,7727
2.6.9,2017-01-01,37,7727
2.6.9,2017-02-01,8,7727
2.6.9,2017-03-01,11,7727
2.6.9,2017-04-01,9,7727
2.6.9,2017-05-01,11,7727
2.6.9,2017-06-01,7,7727
2.6.9,2017-07-01,4,7727
2.6.9,2017-08-01,11,7727
2.6.9,2017-09-01,7,7727
2.6.9,2017-10-01,36,7727
2.6.9,2017-11-01,64,7727
2.6.9,2017-12-01,621,7727
2.6.9,2018-01-01,51,7727
2.6.9,2018-02-01,3,7727
2.6.9,2018-03-01,8,7727
2.6.9,2018-04-01,19,7727
2.6.9,2018-05-01,9,7727
2.6.9,2018-06-01,6,7727
2.6.9,2018-07-01,14,7727
2.6.9,2018-08-01,32,7727
2.6.9,2018-09-01,83,7727
2.6.9,2018-10-01,152,7727
2.6.9,2018-11-01,249,7727
2.6.9,2018-12-01,460,7727
2.6.9,2019-01-01,47,7727
2.6.9,2019-02-01,19,7727
2.6.9,2019-03-01,9,7727
2.6.9,2019-04-01,17,7727
2.6.9,2019-05-01,13,7727
2.6.9,2019-06-01,10,7727
2.6.9,2019-07-01,11,7727
2.6.9,2019-08-01,12,7727
2.6.9,2019-09-01,21,7727
2.6.9,2019-10-01,82,7727
2.6.9,2019-11-01,166,7727
2.6.9,2019-12-01,374,7727
2.6.9,2020-01-01,61,7727
2.6.9,2020-02-01,24,7727
2.6.9,2020-03-01,27,7727
2.6.9,2020-04-01,7,7727
2.6.9,2020-05-01,13,7727
2.6.9,2020-06-01,11,7727
2.6.9,2020-07-01,11,7727
2.6.9,2020-08-01,12,7727
2.6.9,2020-09-01,46,7727
2.6.9,2020-10-01,113,7727
2.6.9,2020-11-01,279,7727
2.6.9,2020-12-01,557,7727
